0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Year
496,Chris Mañon,24,LAL,SG,4,0,14,7.3,.000,1.000,.000,8.6,16.3,12.6,0.0,3.5,13.5,0.0,3.1,0.0,0.0,0.0,.068,-5.6,5.1,-0.5,0.0,,2026
497,Daeqwon Plowden,27,SAC,SG,1,0,14,-0.1,.200,.600,.000,15.6,0.0,8.0,0.0,0.0,0.0,0.0,15.3,0.0,0.0,-0.1,-0.173,-7.1,-5.9,-13.0,0.0,,2026
498,Chucky Hepburn,22,TOR,PG,2,0,13,-13.6,.000,.833,.000,0.0,8.7,4.3,17.5,3.8,0.0,14.3,22.9,-0.1,0.0,-0.1,-0.438,-21.1,-3.1,-24.2,-0.1,,2026
499,Harrison Ingram,23,SAS,SF,3,0,11,20.5,.833,.333,.000,29.7,0.0,14.7,0.0,0.0,0.0,0.0,11.5,0.1,0.0,0.1,.278,7.6,-2.5,5.1,0.0,,2026
500,Sharife Cooper,24,WAS,PG,4,0,10,-9.8,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.4,0.0,0.0,-0.1,-0.267,-14.1,-5.5,-19.6,0.0,,2026
501,Tosan Evbuomwan,24,NYK,SF,5,0,8,-0.3,.000,.000,.000,13.3,14.0,13.7,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,-0.038,-8.4,-3.3,-11.7,0.0,,2026
502,Riley Minix,25,SAS,SF,3,0,8,45.4,.750,.500,.000,13.6,13.4,13.5,33.3,6.0,0.0,0.0,31.6,0.1,0.0,0.1,.422,18.0,7.3,25.3,0.1,,2026
503,Koby Brea,23,PHO,SG,2,0,8,18.4,.515,.667,.667,0.0,14.2,7.0,33.9,0.0,0.0,0.0,20.3,0.0,0.0,0.0,.204,-0.6,-2.3,-2.9,0.0,,2026
504,Colby Jones,23,DET,SG,1,0,7,13.0,.333,.667,.000,0.0,62.1,31.5,38.3,0.0,0.0,0.0,17.6,0.0,0.0,0.0,.128,-3.3,5.5,2.2,0.0,,2026
505,Mo Bamba,27,TOR,C,2,0,6,-2.8,.000,.000,.000,18.4,18.9,18.7,0.0,0.0,16.4,0.0,14.2,0.0,0.0,0.0,-0.159,-18.9,-2.7,-21.6,0.0,,2026
506,Noa Essengue,19,CHI,PF,2,0,6,-12.1,.000,.667,.000,0.0,0.0,0.0,0.0,7.9,0.0,0.0,21.1,-0.1,0.0,-0.1,-0.416,-20.6,-3.2,-23.8,0.0,,2026
507,Trentyn Flowers,20,CHI,SF,2,0,6,16.8,.667,.333,.000,18.2,0.0,8.9,29.5,0.0,0.0,25.0,28.1,0.0,0.0,0.0,.025,1.9,-2.8,-1.0,0.0,,2026
508,Isaiah Crawford,24,HOU,SF,2,0,5,-7.4,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,-0.165,-10.6,-6.3,-16.9,0.0,,2026
509,LJ Cryer,24,GSW,PG,2,0,5,5.0,.500,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,-0.031,-7.2,-5.7,-12.9,0.0,,2026
510,Malevy Leons,26,GSW,SF,2,0,5,-7.6,.000,.000,.000,21.9,44.5,33.1,0.0,0.0,0.0,50.0,16.9,0.0,0.0,0.0,-0.297,-17.5,-6.1,-23.6,0.0,,2026
511,Patrick Baldwin Jr.,23,LAC,SF,1,0,5,5.6,.532,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,.061,-8.0,-4.9,-13.0,0.0,,2026
512,Hunter Dickinson,25,NOP,C,1,0,5,-10.9,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,19.2,50.0,33.3,-0.1,0.0,-0.1,-0.523,-26.7,0.7,-26.0,0.0,,2026
513,Vladislav Goldin,24,MIA,C,1,0,1,27.5,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,.395,17.6,26.4,44.0,0.0,,2026
,League Average,,,,,,,,.581,.414,.268,5.2,14.8,10.0,16.2,1.7,1.9,12.2,19.9,,,,,,,,,,2026
