0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Year
255,Mitchell Robinson,27,NYK,C,31,13,597,20.5,.629,.000,.552,27.0,24.8,25.9,7.1,2.1,6.2,15.6,9.9,1.7,1.0,2.7,.217,2.0,0.5,2.5,0.7,,2026
256,Drake Powell,20,BRK,SG,31,6,594,9.0,.566,.491,.226,1.1,8.8,4.8,13.6,1.5,0.8,14.6,15.0,0.1,0.3,0.4,.029,-4.0,-0.7,-4.7,-0.4,,2026
257,Aaron Gordon,30,DEN,PF,21,18,593,20.4,.638,.385,.393,6.0,18.5,12.5,12.4,1.1,0.6,7.2,23.5,1.6,0.4,2.0,.165,3.9,-1.4,2.4,0.6,,2026
258,Jalen Suggs,24,ORL,PG,23,23,584,18.2,.601,.518,.272,3.2,12.7,7.9,28.1,3.5,1.8,17.5,25.0,0.5,0.9,1.4,.119,1.5,2.3,3.8,0.9,,2026
259,Alex Caruso,31,OKC,SG,32,0,582,13.6,.538,.613,.167,3.6,13.0,8.5,14.8,3.7,2.0,12.2,15.2,0.3,1.4,1.7,.139,-0.8,3.6,2.8,0.7,,2026
260,Jaylen Clark,24,MIN,SG,41,0,578,10.2,.530,.413,.370,7.6,8.0,7.8,5.3,2.6,1.1,8.0,12.7,0.4,0.7,1.1,.094,-3.3,0.9,-2.4,-0.1,,2026
261,Luka Garza,27,BOS,C,35,1,577,20.4,.702,.317,.391,16.6,12.7,14.6,7.6,1.2,3.0,7.4,15.2,2.4,0.6,3.0,.246,2.6,-0.1,2.5,0.7,,2026
262,Ja Morant,26,MEM,PG,20,20,569,16.6,.521,.264,.363,1.5,10.5,6.1,45.0,1.7,1.0,16.0,32.2,0.0,0.6,0.6,.051,0.4,-1.7,-1.3,0.1,,2026
263,Hugo González,19,BOS,SF,38,2,565,9.9,.575,.431,.138,6.7,17.8,12.3,5.0,2.0,1.8,15.5,11.8,0.3,0.7,1.0,.084,-3.3,0.9,-2.4,-0.1,,2026
264,Adem Bona,22,PHI,C,33,3,564,12.2,.645,.062,.728,11.6,14.1,12.8,1.9,0.9,7.5,18.9,9.8,0.6,0.7,1.3,.113,-3.2,0.7,-2.5,-0.1,,2026
265,Isaiah Jackson,24,IND,C,32,14,563,15.5,.621,.007,.417,14.1,20.2,17.0,6.7,1.8,3.7,17.2,16.1,0.6,0.7,1.4,.117,-2.8,0.2,-2.6,-0.1,,2026
266,Bryce McGowens,23,NOP,SG,29,11,563,11.5,.606,.359,.438,1.9,9.7,5.7,9.1,1.4,0.7,7.6,14.6,0.8,0.1,0.9,.077,-2.2,-1.4,-3.6,-0.2,,2026
267,Daniss Jenkins,24,DET,PG,34,7,553,14.6,.547,.394,.245,3.8,7.9,5.9,28.1,2.9,1.1,17.3,21.5,0.4,0.9,1.3,.109,-0.3,0.7,0.4,0.3,,2026
268,T.J. McConnell,33,IND,PG,32,0,549,21.2,.566,.126,.048,2.6,11.8,7.0,51.7,3.2,1.1,13.0,24.2,0.9,0.6,1.5,.133,2.3,1.3,3.6,0.8,,2026
269,Nae'Qwan Tomlin,25,CLE,PF,34,2,546,14.1,.541,.362,.220,9.8,12.2,11.0,6.9,2.1,3.9,5.4,15.5,0.7,0.7,1.4,.120,-1.5,0.6,-0.9,0.1,,2026
270,Jaylin Williams,23,OKC,PF,30,4,537,11.9,.521,.782,.265,3.2,24.0,14.1,16.8,1.6,2.8,13.7,15.3,0.2,1.2,1.4,.128,-1.3,2.6,1.2,0.4,,2026
271,Cody Williams,21,UTA,SG,31,8,535,7.3,.505,.355,.123,4.2,8.7,6.4,6.1,1.0,1.6,8.4,13.7,-0.1,-0.1,-0.2,-0.015,-3.9,-2.6,-6.5,-0.6,,2026
272,Danny Wolf,21,BRK,PF,28,4,535,11.7,.512,.462,.174,5.8,20.1,12.6,14.2,1.7,1.7,12.1,19.5,-0.1,0.5,0.4,.034,-2.5,-0.5,-3.1,-0.1,,2026
273,Gary Payton II,33,GSW,SG,42,1,532,15.0,.593,.275,.082,9.5,18.4,13.9,18.6,2.1,2.2,17.3,17.0,0.5,0.8,1.3,.115,-1.1,1.4,0.3,0.3,,2026
274,Jakob Poeltl,30,TOR,C,21,21,531,16.4,.691,.000,.370,11.8,22.5,17.1,11.9,1.5,2.0,18.3,14.5,0.9,0.8,1.7,.154,-0.7,1.1,0.4,0.3,,2026
275,Jalen Pickett,26,DEN,SG,29,11,520,12.3,.580,.539,.046,3.2,14.0,8.8,19.6,0.9,0.5,12.4,14.9,0.7,0.3,0.9,.085,0.1,-1.0,-0.9,0.1,,2026
276,Jared McCain,21,PHI,SG,31,1,519,8.2,.461,.477,.128,0.8,13.4,7.0,13.0,2.1,0.2,10.0,18.5,-0.4,0.5,0.1,.010,-4.5,-0.4,-4.9,-0.4,,2026
277,Tyler Kolek,24,NYK,PG,39,1,518,11.1,.511,.425,.089,2.7,13.2,7.8,27.9,1.6,0.6,17.3,18.2,0.2,0.4,0.6,.057,-2.0,0.0,-2.1,0.0,,2026
278,Tari Eason,24,HOU,PF,22,9,518,16.8,.595,.468,.122,9.1,19.0,14.1,9.4,2.4,2.5,14.6,20.3,0.6,0.8,1.4,.133,1.3,0.7,2.0,0.5,,2026
279,Josh Minott,23,BOS,PF,29,10,510,15.7,.646,.557,.198,8.5,16.3,12.5,8.2,2.4,2.2,11.2,13.5,1.1,0.7,1.8,.166,0.9,1.0,2.0,0.5,,2026
280,Jabari Walker,23,PHI,PF,40,6,509,10.5,.515,.432,.333,10.5,18.1,14.2,5.3,1.2,2.0,10.1,13.9,0.3,0.6,0.9,.086,-3.6,-0.6,-4.3,-0.3,,2026
281,D'Angelo Russell,29,DAL,PG,26,3,495,12.4,.511,.483,.259,1.8,11.0,6.5,30.9,1.1,0.3,15.9,26.2,-0.4,0.5,0.1,.010,-0.8,-1.3,-2.1,0.0,,2026
282,Jordan Hawkins,23,NOP,SG,35,0,493,5.0,.424,.550,.107,3.0,10.9,6.9,6.9,0.8,1.4,11.1,16.8,-0.7,0.0,-0.7,-0.069,-4.7,-3.1,-7.8,-0.7,,2026
283,Al Horford,39,GSW,C,25,1,482,14.0,.538,.707,.070,5.2,22.6,13.9,14.3,1.9,4.9,12.4,16.2,0.2,0.8,1.0,.103,-0.2,1.8,1.6,0.4,,2026
284,Bones Hyland,25,MIN,PG,35,3,479,14.5,.584,.610,.176,1.4,9.0,5.3,25.8,1.7,1.5,12.1,19.6,0.8,0.5,1.3,.126,0.1,0.4,0.5,0.3,,2026
285,Corey Kispert,26,2TM,SF,25,4,479,13.5,.625,.642,.289,2.2,10.4,6.3,11.8,1.3,0.6,10.0,17.4,0.7,0.1,0.8,.076,0.2,-1.9,-1.7,0.0,,2026
285,Corey Kispert,26,WAS,SF,19,2,370,14.1,.649,.639,.286,1.7,10.8,6.3,12.3,1.0,0.7,9.5,16.7,0.7,0.0,0.7,.086,0.9,-2.0,-1.1,0.1,,2026
285,Corey Kispert,26,ATL,SF,6,2,109,11.4,.552,.650,.300,3.9,9.1,6.5,9.8,2.1,0.0,11.7,19.7,0.0,0.1,0.1,.041,-2.2,-1.6,-3.8,-0.1,,2026
286,Robert Williams,28,POR,C,30,1,478,21.9,.751,.100,.218,13.4,28.8,21.0,9.3,1.8,7.1,13.6,11.9,1.3,0.9,2.2,.217,2.6,2.3,4.9,0.8,,2026
287,Jrue Holiday,35,POR,PG,16,14,478,16.8,.553,.520,.157,4.5,13.8,9.1,36.4,2.3,0.6,16.1,22.1,0.7,0.5,1.1,.113,2.2,-0.1,2.2,0.5,,2026
288,Gary Harris,31,MIL,SG,33,1,477,8.4,.681,.603,.111,2.2,9.2,5.7,9.1,2.0,1.0,16.4,7.3,0.4,0.4,0.8,.080,-3.1,1.1,-2.0,0.0,,2026
289,Justin Edwards,22,PHI,SF,33,5,474,9.1,.518,.658,.116,3.4,8.3,5.8,11.0,2.1,1.5,12.0,15.5,0.0,0.5,0.5,.051,-3.1,0.3,-2.9,-0.1,,2026
290,Tre Mann,24,CHO,PG,28,1,473,9.0,.473,.516,.076,4.6,11.4,8.1,19.8,1.4,0.6,14.2,23.9,-0.5,0.3,-0.1,-0.015,-3.6,-1.6,-5.2,-0.4,,2026
291,Baylor Scheierman,25,BOS,SG,38,2,469,8.9,.657,.795,.060,2.6,13.3,8.0,6.9,2.2,0.4,16.6,9.4,0.4,0.5,0.9,.095,-3.2,1.5,-1.7,0.0,,2026
292,Will Riley,19,WAS,SF,34,0,468,9.8,.503,.364,.266,5.6,9.5,7.6,11.5,1.4,0.8,13.6,17.8,-0.1,0.0,-0.1,-0.011,-3.2,-2.2,-5.4,-0.4,,2026
293,Johnny Furphy,21,IND,SG,27,13,467,10.1,.602,.495,.257,5.1,20.3,12.4,6.4,1.5,0.9,15.9,13.0,0.1,0.5,0.5,.055,-3.4,0.2,-3.2,-0.1,,2026
294,Jonathan Kuminga,23,GSW,PF,19,13,467,11.7,.531,.277,.325,6.8,20.7,13.7,15.3,0.6,1.2,17.4,23.9,-0.3,0.5,0.2,.017,-2.9,-1.3,-4.2,-0.3,,2026
295,Cam Thomas,24,BRK,SG,19,8,467,13.5,.531,.376,.349,1.4,7.1,4.1,21.9,0.4,0.4,10.3,30.9,0.0,0.0,0.0,.004,-0.3,-4.1,-4.4,-0.3,,2026
296,Taylor Hendricks,22,UTA,PF,31,6,466,11.0,.599,.538,.256,6.4,16.0,11.1,6.0,1.3,1.7,11.5,13.0,0.4,0.1,0.5,.049,-1.3,-1.7,-3.0,-0.1,,2026
297,Jaden Ivey,23,DET,SG,27,2,461,13.1,.577,.489,.200,3.6,10.1,6.9,13.8,1.4,2.2,12.9,20.0,0.4,0.6,1.0,.103,-0.1,0.3,0.2,0.3,,2026
298,Tidjane Salaün,20,CHO,PF,28,0,458,12.9,.628,.512,.236,5.3,24.1,14.9,8.0,1.2,1.4,13.0,14.8,0.5,0.5,1.0,.102,-1.2,0.2,-1.0,0.1,,2026
299,Cole Anthony,25,MIL,PG,30,0,451,11.4,.503,.306,.114,3.3,16.0,9.7,35.4,1.9,1.9,22.5,25.7,-0.7,0.5,-0.2,-0.022,-3.5,-0.6,-4.1,-0.2,,2026
300,Dalton Knecht,24,LAL,SF,36,1,450,8.8,.544,.603,.106,3.0,11.4,7.3,4.0,0.9,1.9,9.2,16.7,0.0,0.2,0.2,.020,-2.6,-1.9,-4.5,-0.3,,2026
301,Keaton Wallace,26,ATL,PG,36,2,440,11.3,.548,.617,.083,0.7,10.8,5.7,23.3,2.2,1.0,13.8,15.2,0.2,0.4,0.6,.068,-2.2,0.3,-1.8,0.0,,2026
302,Gabe Vincent,29,LAL,PG,22,7,439,4.9,.501,.790,.105,1.7,3.4,2.5,8.4,1.0,0.2,7.6,11.7,0.1,0.1,0.2,.018,-4.2,-1.3,-5.4,-0.4,,2026
303,Jonas Valančiūnas,33,DEN,C,33,1,438,21.5,.634,.062,.314,12.0,27.3,20.0,14.7,0.8,4.1,14.3,25.7,0.8,0.5,1.4,.149,0.2,-0.4,-0.1,0.2,,2026
304,Jericho Sims,27,MIL,C,31,4,434,9.2,.822,.000,.265,10.3,19.2,14.8,5.8,0.7,1.1,35.4,8.6,0.3,0.3,0.7,.073,-4.3,-1.0,-5.3,-0.4,,2026
305,Rayan Rupert,21,POR,SG,37,0,430,6.3,.450,.467,.112,4.0,12.0,8.0,8.4,2.1,0.4,11.8,12.0,-0.2,0.4,0.2,.021,-5.3,0.5,-4.8,-0.3,,2026
306,Caleb Martin,30,DAL,SF,37,3,429,8.6,.494,.274,.274,4.3,12.7,8.6,15.5,2.5,1.0,18.9,11.4,-0.1,0.6,0.5,.058,-5.2,2.3,-2.9,-0.1,,2026
307,Dwight Powell,34,DAL,C,30,5,427,11.7,.694,.000,1.233,9.5,16.3,13.0,8.8,1.8,2.1,19.4,8.1,0.7,0.6,1.3,.144,-3.3,1.9,-1.4,0.1,,2026
308,Domantas Sabonis,29,SAC,C,14,11,423,17.3,.572,.142,.377,10.6,31.7,21.0,18.4,1.6,0.6,16.8,22.9,0.2,0.4,0.6,.073,-1.0,-0.4,-1.4,0.1,,2026
309,Karlo Matković,24,NOP,PF,33,2,421,15.6,.690,.310,.133,6.4,20.7,13.4,7.8,0.9,5.7,12.4,13.5,0.7,0.3,1.0,.113,-0.4,0.2,-0.2,0.2,,2026
310,Drew Eubanks,28,SAC,C,30,11,420,11.9,.609,.036,.391,6.5,15.4,10.9,2.7,1.4,4.0,16.2,15.7,0.0,0.3,0.3,.034,-3.8,-0.6,-4.4,-0.3,,2026
311,Aaron Holiday,29,HOU,PG,30,1,420,9.8,.567,.690,.200,1.1,5.5,3.3,9.5,1.5,0.9,11.7,17.7,0.4,0.3,0.8,.087,-2.1,-0.4,-2.5,-0.1,,2026
312,Kevin Love,37,UTA,PF,24,4,420,14.4,.557,.707,.236,10.7,24.9,17.7,14.5,0.9,1.6,10.9,17.0,0.6,0.1,0.7,.082,0.8,-1.4,-0.6,0.1,,2026
313,Tony Bradley,28,IND,C,37,3,416,13.3,.604,.019,.406,13.9,13.7,13.8,7.1,0.7,1.5,12.0,14.4,0.7,0.3,1.0,.110,-2.5,-1.5,-4.0,-0.2,,2026
314,Kristaps Porziņģis,30,ATL,C,17,12,413,20.4,.592,.410,.386,5.5,17.7,11.5,16.8,1.0,4.9,6.1,26.5,0.9,0.5,1.4,.158,2.5,0.7,3.2,0.5,,2026
315,Pat Spencer,29,GSW,PG,30,3,411,13.0,.498,.309,.158,5.1,10.8,7.9,30.8,2.1,0.2,14.2,19.5,0.3,0.4,0.7,.084,-1.5,0.4,-1.1,0.1,,2026
316,Derrick Jones Jr.,28,LAC,SF,17,13,411,15.3,.674,.470,.265,4.4,8.3,6.4,7.4,1.6,4.2,9.7,15.6,0.8,0.3,1.0,.120,0.9,-0.2,0.7,0.3,,2026
317,Zeke Nnaji,25,DEN,PF,31,1,406,12.4,.606,.367,.388,5.6,16.3,11.2,5.4,1.6,3.3,10.9,13.9,0.4,0.4,0.8,.098,-2.2,-0.2,-2.4,0.0,,2026
318,Christian Braun,24,DEN,SG,14,14,404,10.3,.532,.297,.288,5.9,10.5,8.3,11.2,1.1,1.3,12.0,15.4,0.2,0.2,0.4,.048,-2.3,-1.3,-3.6,-0.2,,2026
319,Clint Capela,31,HOU,C,35,1,398,19.6,.554,.000,.250,23.3,19.5,21.4,6.1,2.3,5.4,12.2,13.8,0.7,0.7,1.5,.175,0.8,0.0,0.7,0.3,,2026
320,Jalen Wilson,25,BRK,PF,29,0,398,7.4,.532,.631,.303,1.1,9.5,5.1,6.0,1.1,0.5,9.2,16.7,-0.1,0.1,0.1,.006,-4.1,-2.1,-6.2,-0.4,,2026
321,Jordan Miller,26,LAC,SF,22,0,397,16.4,.636,.380,.372,5.8,13.1,9.6,13.4,1.9,1.0,11.9,17.9,0.8,0.3,1.0,.124,1.5,-0.5,0.9,0.3,,2026
322,De'Anthony Melton,27,GSW,PG,19,0,394,13.3,.537,.494,.238,3.3,11.0,7.1,14.4,3.2,2.3,12.8,23.4,-0.1,0.6,0.5,.061,-3.0,0.7,-2.3,0.0,,2026
323,Nolan Traoré,19,BRK,PG,22,0,391,5.1,.435,.504,.165,0.8,6.9,3.7,22.0,1.1,1.2,17.7,17.6,-0.6,0.1,-0.5,-0.057,-6.2,-2.3,-8.5,-0.7,,2026
324,Gui Santos,23,GSW,PF,34,2,386,11.0,.603,.638,.255,7.4,15.0,11.2,12.2,1.9,1.4,19.9,14.3,0.2,0.5,0.7,.085,-2.2,0.7,-1.6,0.0,,2026
325,Landry Shamet,28,NYK,SG,19,6,383,13.9,.656,.739,.348,2.0,7.6,4.7,7.3,1.3,1.3,5.7,15.4,0.9,0.2,1.1,.140,1.5,-0.3,1.2,0.3,,2026
326,Jaden Hardy,23,DAL,SG,31,4,381,10.5,.547,.641,.193,3.2,8.4,5.8,9.6,0.9,0.4,11.7,24.6,-0.2,0.3,0.1,.015,-2.2,-2.1,-4.3,-0.2,,2026
327,Trayce Jackson-Davis,25,GSW,C,32,1,380,16.5,.608,.011,.489,13.0,18.1,15.5,10.8,1.3,4.3,10.9,14.3,0.7,0.5,1.3,.159,-0.6,0.5,-0.1,0.2,,2026
328,Paul Reed,26,DET,C,31,6,378,21.4,.621,.154,.246,17.4,21.6,19.5,14.7,3.5,5.0,18.2,19.1,0.6,0.9,1.5,.193,0.7,2.8,3.5,0.5,,2026
329,Noah Penda,21,ORL,SF,27,2,375,14.3,.542,.409,.282,12.8,19.5,16.1,11.3,1.8,2.8,13.9,16.0,0.3,0.5,0.8,.107,-0.5,0.2,-0.3,0.2,,2026
330,Bogdan Bogdanović,33,LAC,SG,16,3,360,8.5,.511,.615,.162,1.7,12.9,7.5,17.3,1.1,0.3,13.2,17.8,0.0,0.2,0.1,.014,-2.7,-1.1,-3.8,-0.2,,2026
331,Jonathan Isaac,28,ORL,PF,35,0,357,11.8,.521,.392,.544,8.9,20.2,14.5,3.3,1.7,4.4,10.9,12.9,0.1,0.5,0.7,.088,-2.7,0.7,-2.0,0.0,,2026
332,Kenrich Williams,31,OKC,PF,25,0,356,15.2,.603,.504,.122,6.5,16.1,11.5,14.0,1.9,0.8,10.4,16.4,0.5,0.7,1.2,.164,1.2,1.1,2.3,0.4,,2026
333,Jeremiah Robinson-Earl,25,2TM,PF,20,3,355,9.9,.472,.404,.182,10.5,20.5,15.4,5.8,1.2,0.2,9.3,14.0,0.0,0.3,0.3,.047,-3.3,-1.6,-4.9,-0.3,,2026
333,Jeremiah Robinson-Earl,25,IND,PF,17,3,300,8.8,.443,.398,.169,11.0,20.8,15.7,5.5,1.1,0.3,10.1,13.9,-0.1,0.3,0.2,.026,-3.6,-1.8,-5.4,-0.3,,2026
333,Jeremiah Robinson-Earl,25,DAL,PF,3,0,55,15.7,.619,.438,.250,8.0,18.7,13.5,7.5,1.7,0.0,5.3,14.4,0.1,0.1,0.2,.162,-1.7,-0.6,-2.3,0.0,,2026
334,Cam Whitmore,21,WAS,SF,21,0,354,13.8,.528,.331,.183,5.7,11.6,8.6,6.6,2.0,2.0,9.0,23.7,-0.1,0.1,0.0,.006,-1.2,-2.1,-3.2,-0.1,,2026
335,Asa Newell,20,ATL,PF,33,0,351,14.7,.660,.475,.167,8.6,11.0,9.8,7.3,1.6,2.9,11.7,17.4,0.5,0.3,0.8,.107,-0.8,-0.6,-1.3,0.1,,2026
336,Jase Richardson,20,ORL,SG,29,0,350,14.5,.615,.403,.233,4.7,8.9,6.8,16.6,1.1,0.5,11.2,19.2,0.5,0.3,0.8,.110,0.5,-1.0,-0.5,0.1,,2026
337,Jeremy Sochan,22,SAS,PF,26,0,350,10.1,.543,.357,.163,8.1,14.4,11.2,10.8,1.4,1.0,14.6,14.8,0.2,0.4,0.6,.081,-3.5,0.3,-3.2,-0.1,,2026
338,Tyler Herro,26,MIA,SG,11,10,349,18.0,.605,.370,.227,1.8,13.7,7.7,13.3,1.5,1.3,7.9,25.1,0.5,0.4,0.9,.121,2.5,0.2,2.8,0.4,,2026
339,Guerschon Yabusele,30,NYK,C,37,0,348,8.3,.503,.637,.118,6.4,18.7,12.4,6.3,0.6,1.4,11.5,14.6,0.0,0.3,0.3,.041,-3.2,-1.1,-4.3,-0.2,,2026
340,Quenton Jackson,27,IND,PG,22,9,348,12.3,.569,.387,.429,3.6,9.9,6.6,17.6,1.9,1.0,15.5,20.3,0.1,0.3,0.4,.053,-2.2,0.5,-1.8,0.0,,2026
341,John Konchar,29,MEM,SG,26,1,347,13.1,.593,.533,.217,4.0,18.8,11.5,12.3,3.5,2.5,10.9,8.8,0.4,0.6,1.0,.141,-1.5,4.4,2.9,0.4,,2026
342,Branden Carlson,26,OKC,C,31,2,343,16.1,.609,.463,.138,6.0,19.1,12.9,7.7,0.8,4.6,7.8,17.8,0.5,0.7,1.2,.161,0.0,0.4,0.4,0.2,,2026
343,Tristan Vukcevic,22,WAS,C,30,2,342,15.8,.557,.390,.468,5.3,16.7,11.0,12.9,1.1,5.2,13.9,26.4,0.0,0.2,0.2,.029,-1.5,-1.1,-2.6,-0.1,,2026
344,Dylan Cardwell,24,SAC,C,18,1,341,15.0,.542,.015,.394,17.3,25.0,21.1,7.4,1.8,7.6,14.4,11.3,0.4,0.5,0.9,.121,-3.6,1.1,-2.5,0.0,,2026
345,Trendon Watford,25,PHI,PF,21,4,339,14.1,.598,.204,.327,5.7,18.2,11.8,25.5,0.9,1.3,17.6,16.9,0.5,0.3,0.8,.117,-1.1,0.5,-0.7,0.1,,2026
346,GG Jackson II,21,MEM,PF,22,3,338,11.6,.555,.488,.264,2.5,16.5,9.6,6.4,2.2,3.1,12.9,18.9,-0.1,0.5,0.4,.053,-3.3,0.8,-2.5,0.0,,2026
347,Liam McNeeley,20,CHO,SF,27,0,336,9.7,.577,.674,.360,3.8,15.8,9.9,9.2,0.7,0.8,10.7,14.0,0.4,0.2,0.6,.081,-1.9,-0.5,-2.3,0.0,,2026
348,Tyrese Proctor,21,CLE,PG,31,1,333,9.1,.493,.631,.163,1.9,10.8,6.3,15.4,1.4,0.0,9.6,20.7,-0.1,0.2,0.2,.027,-3.8,-1.2,-5.0,-0.3,,2026
349,Kyle Anderson,32,UTA,SF,16,0,320,14.4,.553,.043,.351,5.4,13.9,9.6,20.1,2.9,2.4,12.1,15.9,0.3,0.2,0.5,.075,-1.1,0.8,-0.2,0.2,,2026
350,Josh Green,25,CHO,SG,20,0,318,10.2,.583,.764,.083,7.6,8.0,7.8,8.8,1.8,0.3,11.8,11.2,0.4,0.2,0.6,.083,-1.5,0.1,-1.4,0.0,,2026
351,Rob Dillingham,21,MIN,PG,32,0,312,6.6,.409,.233,.150,1.8,11.8,6.9,24.4,2.6,0.8,18.4,23.5,-0.8,0.4,-0.4,-0.059,-7.4,-0.3,-7.7,-0.5,,2026
352,Ethan Thompson,26,IND,SG,19,5,305,6.9,.479,.691,.185,3.7,8.8,6.1,11.8,1.6,1.4,12.0,13.8,-0.1,0.2,0.1,.014,-4.3,0.3,-4.0,-0.2,,2026
353,Nick Smith Jr.,21,LAL,SG,23,1,300,9.6,.543,.548,.089,0.8,6.1,3.5,13.1,1.3,0.6,12.3,21.2,-0.1,0.1,0.0,.003,-2.4,-2.5,-4.8,-0.2,,2026
354,Moussa Cisse,23,DAL,C,25,1,296,16.6,.624,.000,.814,17.7,23.9,20.9,2.7,1.4,8.4,20.8,14.4,0.2,0.6,0.8,.138,-3.7,1.6,-2.1,0.0,,2026
355,Cam Christie,20,LAC,SG,29,0,294,10.6,.524,.424,.459,4.1,16.2,10.3,8.3,1.4,0.6,10.5,17.3,0.0,0.2,0.2,.036,-2.7,-1.6,-4.3,-0.2,,2026
356,Julian Phillips,22,CHI,SF,30,2,291,9.4,.535,.587,.080,7.5,7.2,7.3,3.1,2.4,1.8,7.2,12.1,0.1,0.2,0.4,.060,-3.1,-0.1,-3.2,-0.1,,2026
357,Jett Howard,22,ORL,SF,27,0,290,10.3,.504,.624,.137,3.8,11.1,7.4,11.2,0.7,1.2,4.6,18.8,0.2,0.2,0.4,.062,-1.6,-1.4,-3.0,-0.1,,2026
358,Jamison Battle,24,TOR,SF,33,2,289,11.8,.677,.580,.111,3.8,16.1,9.9,6.7,0.8,0.7,12.4,14.3,0.3,0.3,0.6,.100,-1.1,-0.4,-1.5,0.0,,2026
359,Dalen Terry,23,CHI,SG,28,0,284,11.2,.525,.436,.141,5.8,12.2,9.0,13.6,3.0,2.4,16.2,14.7,0.0,0.3,0.3,.053,-3.2,1.1,-2.0,0.0,,2026
360,Zach Edey,23,MEM,C,11,11,284,20.7,.669,.051,.327,16.2,29.2,22.8,6.6,1.2,7.0,18.8,20.1,0.4,0.5,0.9,.156,-0.6,1.6,1.0,0.2,,2026
361,Thomas Bryant,28,CLE,C,31,0,282,17.6,.641,.480,.296,8.7,21.3,14.9,6.5,1.2,3.9,8.3,17.7,0.6,0.4,1.0,.166,0.4,-0.3,0.1,0.1,,2026
362,Terrence Shannon Jr.,25,MIN,SG,22,0,282,6.9,.538,.457,.333,2.4,8.4,5.5,6.4,1.2,0.3,13.9,16.1,-0.1,0.2,0.2,.028,-4.7,-0.8,-5.6,-0.2,,2026
363,Jamaree Bouyea,26,PHO,PG,19,0,280,19.8,.647,.371,.152,3.9,11.8,7.8,18.1,2.1,2.4,5.9,17.8,0.8,0.3,1.2,.198,3.7,1.7,5.4,0.5,,2026
364,Trae Young,27,ATL,PG,10,10,280,19.7,.577,.437,.541,0.0,5.9,2.9,45.6,1.7,0.3,13.5,28.8,0.7,0.2,0.8,.142,3.3,-2.0,1.3,0.2,,2026
365,Carter Bryant,20,SAS,PF,34,0,274,5.2,.428,.517,.138,5.2,16.8,11.0,2.8,1.1,1.3,11.5,16.0,-0.4,0.3,-0.1,-0.010,-6.0,-1.2,-7.3,-0.4,,2026
366,Kasparas Jakučionis,19,MIA,PG,18,2,264,7.1,.493,.615,.246,5.1,9.9,7.4,14.2,1.6,0.0,17.2,13.4,0.0,0.3,0.2,.041,-4.2,0.4,-3.7,-0.1,,2026
367,Ariel Hukporti,23,NYK,C,29,4,263,10.7,.562,.030,.606,12.2,21.3,16.6,7.9,0.9,6.5,26.4,9.1,0.2,0.3,0.5,.091,-4.0,1.5,-2.5,0.0,,2026
368,Kobe Brown,26,LAC,PF,28,0,262,10.4,.490,.597,.306,7.8,13.9,10.9,12.8,1.3,0.7,11.9,15.7,0.1,0.1,0.2,.040,-1.6,-1.4,-3.1,-0.1,,2026
369,Kelly Olynyk,34,SAS,C,27,0,259,13.7,.585,.529,.441,7.1,14.4,10.8,18.1,2.2,0.4,14.7,15.5,0.4,0.4,0.7,.137,-1.2,1.4,0.2,0.1,,2026
370,Duop Reath,29,POR,C,32,0,258,10.7,.613,.743,.081,4.1,12.0,8.0,5.4,0.9,2.8,8.4,13.2,0.3,0.2,0.5,.094,-0.7,-0.2,-0.8,0.1,,2026
371,Larry Nance Jr.,33,CLE,PF,18,2,258,7.1,.456,.514,.043,5.8,14.4,10.0,10.3,1.8,1.4,11.2,12.9,-0.1,0.3,0.2,.040,-5.3,0.8,-4.5,-0.2,,2026
372,Nick Richards,28,PHO,C,28,2,254,11.3,.534,.000,.394,15.0,25.1,19.9,4.3,0.8,5.2,23.1,17.9,-0.2,0.4,0.2,.042,-6.0,-0.7,-6.7,-0.3,,2026
373,Kevon Looney,29,NOP,C,17,6,237,13.0,.455,.191,.170,17.6,22.7,20.1,13.4,1.2,3.2,13.7,10.3,0.3,0.2,0.4,.087,-1.8,-0.8,-2.6,0.0,,2026
374,Micah Potter,27,IND,C,14,2,237,13.5,.658,.678,.508,3.9,18.8,11.1,11.9,0.8,1.5,12.2,14.6,0.4,0.2,0.6,.128,-0.6,-0.2,-0.8,0.1,,2026
375,Isaiah Livers,27,PHO,PF,23,0,234,8.3,.515,.721,.140,6.1,14.6,10.2,8.1,2.1,2.4,18.0,10.0,0.0,0.3,0.3,.071,-3.3,1.5,-1.8,0.0,,2026
376,Jevon Carter,30,CHI,PG,21,0,233,12.3,.580,.753,.108,2.3,7.2,4.8,10.5,2.4,0.0,9.3,19.4,0.1,0.2,0.3,.060,-0.7,-0.5,-1.3,0.0,,2026
377,Malaki Branham,22,WAS,SG,24,0,230,13.9,.581,.375,.417,4.6,12.8,8.7,12.7,2.1,1.2,12.3,17.7,0.2,0.1,0.3,.067,-1.4,-1.0,-2.4,0.0,,2026
378,Maxi Kleber,34,LAL,PF,20,1,230,6.0,.444,.425,.350,7.4,11.4,9.4,7.5,1.3,2.1,13.2,10.0,0.0,0.1,0.1,.029,-5.0,-0.5,-5.5,-0.2,,2026
